상세영업상태명,도로명전체주소,사업장명,관광숙박업상세명,X좌표(Bessel),Y좌표(Bessel),X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM),geometry
영업중,"서울특별시 종로구 종로36나길 10-1, 4층 (종로5가)",유리니티,호스텔업,200328.85058794,451973.845648666,127.00451026284095,37.57005210889453,956244.4316514891,1952413.4952783787,POINT (956244.4316514891 1952413.4952783787)
영업중,서울특별시 중구 퇴계로20길 31 (남산동2가),더큐브 호텔,호스텔업,198711.004408276,450729.70372038,126.98619942497503,37.55884157299118,954620.6324271727,1951178.4262955561,POINT (954620.6324271727 1951178.4262955561)
영업중,서울특별시 중구 퇴계로83길 10-22 (황학동),SINDANG GRAND JOY 호스텔,호스텔업,201643.411062205,451532.973367955,127.01938941882594,37.566078586693365,957556.1294129136,1951965.8286225842,POINT (957556.1294129136 1951965.8286225842)
영업중,"서울특별시 종로구 율곡로 230-13, 온코리아 스테이 (충신동)",온코리아 스테이,호스텔업,200297.411363988,452567.967939751,127.0041545766698,37.57540508541809,956216.1556403579,1953007.5474146793,POINT (956216.1556403579 1953007.5474146793)
영업중,"서울특별시 종로구 종로17길 48, 1~5층 (낙원동)",하프레스트 호스텔,호스텔업,198906.525582464,452222.26053706,126.9884099299405,37.572289606909,954823.9898936213,1952669.3537694754,POINT (954823.9898936213 1952669.3537694754)
영업중,"서울특별시 종로구 난계로29길 65-14, 3~5층 (숭인동)",엔조이스테이 호스텔,호스텔업,201689.360291466,452306.010081257,127.01991122379883,37.57304347503515,957606.1594219237,1952738.3123431874,POINT (957606.1594219237 1952738.3123431874)
영업중,"서울특별시 중구 세종대로 135, 19~20층 (태평로1가)",글로카로카호스텔,호스텔업,197867.156641113,451779.880897566,126.97664581654526,37.56830192745215,953782.6872564126,1952232.661180481,POINT (953782.6872564126 1952232.661180481)
영업중,서울특별시 영등포구 선유서로31길 6-12 (양평동3가),CENTRAL TOWER,호스텔업,189850.75199983,447211.490359912,126.88597027910717,37.527087221116645,945745.208489551,1947708.548599296,POINT (945745.208489551 1947708.548599296)
영업중,"서울특별시 종로구 종로 313-6, 금강빌딩 (창신동)",이온호텔,호스텔업,201057.431070167,452245.944639053,127.01275776354352,37.57250319056105,956974.1643076276,1952681.6220809529,POINT (956974.1643076276 1952681.6220809529)
영업중,서울특별시 강남구 논현로155길 25-1 (신사동),단델리온 신사1호점,호스텔업,202242.701738861,446568.29525164,127.02615797523369,37.521346014271316,958128.8695058208,1946999.962401947,POINT (958128.8695058208 1946999.962401947)
영업중,서울특별시 마포구 양화로 86 (서교동),호텔 더 디자이너스 홍대,관광호텔업,192647.075671686,449962.851191072,126.91757714481788,37.55190346517952,948555.0252722141,1950444.0210992552,POINT (948555.0252722141 1950444.0210992552)
영업중,"서울특별시 마포구 동교로 217, 홍대LJ빌딩 2층~4층 (동교동)",필로소퍼,호스텔업,193173.291498782,450805.577656258,126.92352425709916,37.559500423814015,949085.5030119113,1951283.6287687684,POINT (949085.5030119113 1951283.6287687684)
영업중,서울특별시 마포구 동교로 162-7 (서교동),더휴식 아늑 홍대점,관광호텔업,192893.333078404,450367.063858996,126.92036001597427,37.5555473273218,948803.3292424097,1950846.770517877,POINT (948803.3292424097 1950846.770517877)
영업중,서울특별시 마포구 마포대로 83 (도화동),신라스테이 마포,관광호텔업,195484.919869451,448958.582313523,126.94969844232085,37.54287355414976,951386.4347078163,1949425.104737879,POINT (951386.4347078163 1949425.104737879)
영업중,서울특별시 마포구 월드컵북로 31 (서교동),아만티 호텔 서울,관광호텔업,192736.935397287,450550.232656274,126.91858819608237,37.5571964284622,948647.9636631161,1951030.6968825853,POINT (948647.9636631161 1951030.6968825853)
영업중,"서울특별시 마포구 마포대로 58 (도화동, 가든호텔)",(주)서울가든,관광호텔업,195366.504486477,448716.823596557,126.94836007866986,37.54069473205608,951266.7847038181,1949184.0686563004,POINT (951266.7847038181 1949184.0686563004)
영업중,"서울특별시 마포구 양화로 15 (합정동, 호텔써클)",써클호텔,관광호텔업,192044.052062349,449625.190175398,126.91075660013686,37.54885612542055,947950.447036784,1950109.688151861,POINT (947950.447036784 1950109.688151861)
영업중,"서울특별시 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",(주)호텔롯데 롯데시티 호텔마포,관광호텔업,195564.375757848,449186.933273231,126.95059611328745,37.54493136829891,951467.0695343965,1949652.9447552576,POINT (951467.0695343965 1949652.9447552576)
영업중,"서울특별시 마포구 월드컵북로58길 15 (상암동, 스탠포드호텔코리아)",스탠포드호텔코리아(주) 스탠포드호텔서울,관광호텔업,189919.550051873,453342.222208599,126.8866638504403,37.582325169313954,945846.4797511826,1953836.5407262554,POINT (945846.4797511826 1953836.5407262554)
영업중,서울특별시 마포구 신촌로 152 (노고산동),에이치에비뉴 호텔 이대점,관광호텔업,194856.148175113,450442.424814188,126.9425731521606,37.55623950006972,950765.7751110268,1950911.6966911412,POINT (950765.7751110268 1950911.6966911412)
영업중,"서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 (도화동)",글래드호텔 마포,관광호텔업,195616.580723896,448973.867131637,126.95118813683607,37.54301191342587,951518.1247664567,1949439.6857910948,POINT (951518.1247664567 1949439.6857910948)
영업중,"서울특별시 마포구 양화로 141, 롯데호텔 L7홍대 (동교동)",(주)호텔롯데 L7홍대,관광호텔업,193005.883365365,450387.023230304,126.92163358344744,37.55572802772672,948915.9413702545,1950866.125441288,POINT (948915.9413702545 1950866.125441288)
영업중,서울특별시 마포구 양화로 130 (서교동),라이즈호텔,관광호텔업,192971.947727746,450243.232547428,126.92125091399019,37.55443222848412,948881.256739838,1950722.5708413778,POINT (948881.256739838 1950722.5708413778)
영업중,"서울특별시 마포구 홍익로5길 32 (서교동, 나인브릭)",나인브릭,관광호텔업,192911.642624498,450171.317352359,126.92056913720519,37.55378381421825,948820.5939714113,1950651.003420664,POINT (948820.5939714113 1950651.003420664)
영업중,서울특별시 마포구 양화로 177-1 (동교동),나비호스텔,호스텔업,193279.38663668,450637.276776739,126.9247265816346,37.55798483862627,949190.6644160871,1951114.8312289151,POINT (949190.6644160871 1951114.8312289151)
영업중,서울특별시 영등포구 영등포로 93 (당산동2가),따담,호스텔업,190378.895367059,446678.151132037,126.89195215863604,37.52228756450748,946270.3218139942,1947172.6182240301,POINT (946270.3218139942 1947172.6182240301)
영업중,서울특별시 송파구 백제고분로7길 23-5 (잠실동),포레스타,관광호텔업,207125.820825269,445419.558960012,127.08138520122353,37.510971513208396,963003.9355331938,1945825.8273721659,POINT (963003.9355331938 1945825.8273721659)
영업중,서울특별시 구로구 시흥대로 533 (구로동),컬리넌호텔 구로,관광호텔업,191043.644024006,442112.644374091,126.89952790072394,37.48115921986414,946910.6392090144,1942605.363953004,POINT (946910.6392090144 1942605.363953004)
영업중,"서울특별시 구로구 디지털로19길 6-8, 아단아 (가리봉동)",아단아,호스텔업,190241.658927066,442019.000152412,126.89046189786383,37.4803073113633,946108.4696785854,1942516.0003686193,POINT (946108.4696785854 1942516.0003686193)
영업중,"서울특별시 구로구 남부순환로105길 32, 구로 제이에스 호스텔 (가리봉동)",구로 제이에스 호스텔,호스텔업,190289.173314581,441929.798809285,126.89100027343214,37.479504110791325,946155.4935838497,1942426.5821495275,POINT (946155.4935838497 1942426.5821495275)
영업중,"서울특별시 중구 세종대로11길 36, E.N.A 스위트 호텔 (서소문동)",ENA 스위트 호텔,관광호텔업,,,,,,,POINT (NaN NaN)
영업중,서울특별시 중구 세종대로12길 12 (남대문로4가),호텔 그레이스리 서울,관광호텔업,197895.491160507,451035.7030265,126.9769687405293,37.561597036161906,953807.064776952,1951488.6278133646,POINT (953807.064776952 1951488.6278133646)
영업중,서울특별시 중구 장충단로10길 27 (광희동2가),더 페이즈,호스텔업,200686.364658168,451262.161389721,127.00855652320621,37.56363974382363,956598.0295148892,1951700.1992393208,POINT (956598.0295148892 1951700.1992393208)
영업중,서울특별시 금천구 두산로5길 7 (독산동),스텔라이,호스텔업,190204.539880665,440974.712401628,126.8900562075527,37.47089787549466,946065.8390253248,1941472.3137800964,POINT (946065.8390253248 1941472.3137800964)
영업중,서울특별시 영등포구 양산로1길 13 (양평동3가),서울H,호스텔업,189758.735655025,447157.130858016,126.88493006643598,37.52659642298932,945652.9397861095,1947654.6976315582,POINT (945652.9397861095 1947654.6976315582)
영업중,"서울특별시 은평구 진흥로 136, 호텔루 136 (녹번동)",호텔루 136,관광호텔업,193336.177185859,456159.464402602,126.92531862362719,37.60773934820274,949276.7248726632,1956634.5575645522,POINT (949276.7248726632 1956634.5575645522)
영업중,서울특별시 중구 동호로 369 (을지로5가),호텔 유파이브(HOTEL U5),관광호텔업,200095.261182808,451680.793663218,127.00186614631606,37.56741178249291,956009.3813984541,1952121.7987318838,POINT (956009.3813984541 1952121.7987318838)
영업중,"서울특별시 송파구 잠실로 209, KT송파타워 (신천동)",소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(가족호텔),가족호텔업,209337.104501753,445744.864426145,127.10640004722947,37.51388294257521,965216.0417693806,1946139.2900980937,POINT (965216.0417693806 1946139.2900980937)
영업중,"서울특별시 송파구 잠실로 209, KT송파타워 (신천동)",소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(관광호텔),관광호텔업,209337.104501753,445744.864426145,127.10640004722947,37.51388294257521,965216.0417693806,1946139.2900980937,POINT (965216.0417693806 1946139.2900980937)
영업중,"서울특별시 마포구 양화진2길 31, 주니비노 호텔 (합정동)",주니비노호텔,관광호텔업,192043.507297118,449524.361048163,126.91075153695176,37.54794766016439,947949.3680556883,1950008.9012065406,POINT (947949.3680556883 1950008.9012065406)
영업중,서울특별시 영등포구 선유서로31길 10-4 (양평동3가),상상그린 G. HOUSE,호스텔업,189814.291077523,447181.999973293,126.88555821034923,37.526821110628774,945708.6054508595,1947679.2627965156,POINT (945708.6054508595 1947679.2627965156)
영업중,"서울특별시 종로구 종로12길 14, BK종로 6층 (관철동)",스테이 마루 종로,호스텔업,198656.933623902,451906.850293023,126.98558520649638,37.56944745149537,954572.8244332006,1952355.392316253,POINT (954572.8244332006 1952355.392316253)
영업중,"서울특별시 중구 퇴계로76길 28, 지상3층~지상5층 (무학동)",로밍 타이거,호스텔업,201277.706085215,451309.375841257,127.01524968883008,37.56406455213728,957189.3851230828,1951744.2595383236,POINT (957189.3851230828 1951744.2595383236)
영업중,"서울특별시 중구 퇴계로20나길 10, 1층 (남산동2가)",어반 스위트 스테이 (Urban Suite Stay),호스텔업,198651.46452077,450718.885269002,126.98552558786564,37.55874401051301,954561.0588145924,1951167.92778542,POINT (954561.0588145924 1951167.92778542)
영업중,"서울특별시 중구 수표로2길 7, 2~3층 (충무로3가)",MOREN SEOUL MYEONGDONG,호스텔업,199127.53452918,451102.686191354,126.99091313520483,37.5622026231593,955038.9745609782,1951549.0523334427,POINT (955038.9745609782 1951549.0523334427)
영업중,"서울특별시 강남구 봉은사로 156, 마티네 차움 (역삼동)",마티네차움호텔,의료관광호텔업,202743.002166761,444909.971220482,127.03181137898528,37.5064032564064,958620.1869266938,1945339.653670523,POINT (958620.1869266938 1945339.653670523)
영업중,"서울특별시 송파구 백제고분로41길 31, 4층 (송파동)",111 스테이,호스텔업,209345.228484453,445137.751124173,127.10648427713475,37.50841279706474,965220.9474491942,1945532.381681457,POINT (965220.9474491942 1945532.381681457)
영업중,"서울특별시 중구 퇴계로18길 13, 지상1층~지상2층 (남산동2가)",호텔 명동역,호스텔업,198662.218896247,450881.131680443,126.98564699306026,37.560205850194194,954572.6690760169,1951330.052788911,POINT (954572.6690760169 1951330.052788911)
영업중,"서울특별시 강남구 테헤란로81길 22, 구암빌딩 5~7층 (삼성동)",기와 호스텔,호스텔업,204966.435,445144.615,127.05695959521745,37.508508265149395,960843.9676835178,1945562.4295483637,POINT (960843.9676835178 1945562.4295483637)
영업중,"서울특별시 강남구 테헤란로13길 8-5, 블루-b 2층 (역삼동)",willow leaf,호스텔업,202838.962723967,444252.642022705,127.03289419850371,37.5004804494868,958712.62861201,1944682.0801319533,POINT (958712.62861201 1944682.0801319533)
영업중,"서울특별시 중구 마른내로 50, 지상3층 301호 (인현동1가)",이랑 스테이,호스텔업,199333.801387448,451328.479487075,126.9932474932931,37.56423718259625,955246.3565858635,1951773.662253896,POINT (955246.3565858635 1951773.662253896)
영업중,"서울특별시 중구 을지로43길 30, 미진빌딩 지상4층 (을지로6가)",하이 동대문 호스텔,호스텔업,200588.959909937,451679.884050444,127.00745434786946,37.567403438295145,956502.878483207,1952118.271672452,POINT (956502.878483207 1952118.271672452)
영업중,"서울특별시 종로구 종로 298, 5층 (창신동)",동대문인순,호스텔업,200902.807232242,452137.584346747,127.01100732511082,37.57152703132584,956819.0275876411,1952574.125037997,POINT (956819.0275876411 1952574.125037997)
영업중,서울특별시 종로구 율곡로 110-16 (권농동),스테이 종로 온당,호스텔업,199157.903207703,452735.594736647,126.99125483744871,37.576914964376826,955077.990038036,1953181.150869658,POINT (955077.990038036 1953181.150869658)
영업중,"서울특별시 용산구 보광로59길 50, 2층 (이태원동)",와이낫슬립(Why Not Sleep),호스텔업,199157.2217515,447963.871890394,126.99125302159635,37.53392220736182,955052.0138105866,1948411.328006923,POINT (955052.0138105866 1948411.328006923)
영업중,"서울특별시 용산구 보광로59길 36, 6층 (이태원동)",스테이 파키라(Stay Pachira),호스텔업,199223.815483747,447968.035884444,126.99200645765862,37.53395978775787,955118.6031448636,1948415.1375025772,POINT (955118.6031448636 1948415.1375025772)
영업중,"서울특별시 중구 동호로 350, 한일상회 지상2층 (을지로5가)",안온 스테이,호스텔업,200168.83910333,451476.043044703,127.0026989496118,37.56556699749955,956081.8443460445,1951916.7395707178,POINT (956081.8443460445 1951916.7395707178)
영업중,서울특별시 용산구 만리재로 190-1 (서계동),mingle stay,호스텔업,197047.024933919,450244.123927585,126.96736890873593,37.554462603071364,952954.7376934655,1950701.8599021505,POINT (952954.7376934655 1950701.8599021505)
영업중,"서울특별시 중구 마른내로2길 6, 지상3층~지상5층 (초동)",하이 스테이 을지로 호스텔,호스텔업,199257.113944113,451318.655196377,126.99237951169161,37.56414860283481,955169.6475384941,1951764.2484720037,POINT (955169.6475384941 1951764.2484720037)
영업중,"서울특별시 종로구 종로12길 14, BK종로 5층 (관철동)",스테이 뷔,호스텔업,198656.933623902,451906.850293023,126.98558520649638,37.56944745149537,954572.8244332006,1952355.392316253,POINT (954572.8244332006 1952355.392316253)
영업중,"서울특별시 종로구 종로43길 15, 4층 (종로6가)",편안정,호스텔업,200613.281663753,452191.016680922,127.00773002946572,37.572008668002034,956529.9009245102,1952629.0713847436,POINT (956529.9009245102 1952629.0713847436)
영업중,"서울특별시 종로구 수표로 132-1, 5~6층 (낙원동)",소락방 주식회사,호스텔업,198912.882064705,452284.28899958,126.98848178657894,37.572848483617584,954830.6727941453,1952731.3238860266,POINT (954830.6727941453 1952731.3238860266)
영업중,"서울특별시 종로구 대학로1길 34-11, 영지빌딩 4층 (연지동)",스테이누아 종로,호스텔업,199969.999699615,452226.549323254,127.00044823454897,37.572328971255764,955887.0638145424,1952668.0011948221,POINT (955887.0638145424 1952668.0011948221)
영업중,"서울특별시 종로구 종로14길 19, 예지빌딩 3층 (관철동)",1996 종로인,호스텔업,198786.901723323,451865.494241718,126.98705643436021,37.56907502777768,954702.5216475792,1952313.3635009115,POINT (954702.5216475792 1952313.3635009115)
영업중,"서울특별시 영등포구 영등포로50길 5, 4층 (영등포동3가)",호스텔 오닛,호스텔업,191925.582929646,446245.80638739,126.90945340913629,37.51840709628999,947814.1181735172,1946732.2487419292,POINT (947814.1181735172 1946732.2487419292)
영업중,"서울특별시 중구 명동8가길 61, 금성빌딩 (충무로2가)",하이 서울 호스텔 명동 명동 웨스트,호스텔업,198911.0286441,451082.214388761,126.9884626964229,37.56201792890139,954822.4461385581,1951529.7365421287,POINT (954822.4461385581 1951529.7365421287)
영업중,"서울특별시 중구 을지로 280-2, FIN TOWER 9~10층 (을지로7가)",하이메이트 동대문,호스텔업,200730.296204033,451454.338715818,127.00905393603699,37.56537120939372,956642.9624710648,1951892.0669357777,POINT (956642.9624710648 1951892.0669357777)
영업중,서울특별시 중구 난계로17길 3 (황학동),유어모먼트,호스텔업,201971.734332621,451882.53103038,127.02310656984444,37.5692274393649,957886.1747833928,1952313.505438097,POINT (957886.1747833928 1952313.505438097)
영업중,"서울특별시 중구 청파로 441, 지상4층 (중림동)",라서울 스테이,호스텔업,197185.178805798,450729.302106846,126.9689305054401,37.55883445126569,953095.4090086888,1951186.113948257,POINT (953095.4090086888 1951186.113948257)
영업중,"서울특별시 중구 장충단로 214, 최정형외과의원 지하1층~지상4층 (광희동2가)",주식회사 율,호스텔업,200573.420855721,451276.590664728,127.00727818075376,37.56376981927826,956485.2072770697,1951715.2215839222,POINT (956485.2072770697 1951715.2215839222)
영업중,"서울특별시 마포구 서강로20길 11, 2층 (노고산동)",골든(Golden) 신촌홍대점,호스텔업,194320.816094842,450185.405671283,126.93651661957963,37.55392060423039,950229.2906246114,1950657.616261444,POINT (950229.2906246114 1950657.616261444)
영업중,"서울특별시 마포구 서강로 132, BS타워 13층 (노고산동)",로프트13,호스텔업,194225.490221946,450179.109724203,126.93543786628311,37.55386327959963,950133.9687519805,1950651.828100412,POINT (950133.9687519805 1950651.828100412)
영업중,서울특별시 중구 명동8나길 45 (충무로1가),하이 서울 호스텔,호스텔업,198375.232374546,450977.367032275,126.98239866879659,37.561072439217476,954286.3066032315,1951427.7714673597,POINT (954286.3066032315 1951427.7714673597)
영업중,서울특별시 중구 남대문로1길 26-3 (북창동),한 스위트 서울,호스텔업,197953.410988627,451119.871529384,126.97762404496359,37.5623555197193,953865.4079146102,1951572.4558954702,POINT (953865.4079146102 1951572.4558954702)
영업중,"서울특별시 종로구 수표로 91, 다비치타워 4~7층 (관수동)",THE EXTAY LOUNGE,호스텔업,198984.604875284,451902.022816125,126.98929424278397,37.56940439879851,954900.339992866,1952348.8292090192,POINT (954900.339992866 1952348.8292090192)
영업중,"서울특별시 종로구 삼일대로15길 17, 금옥빌딩 3,8층 (관철동)",먼슬리브 종로 종각역 호텔 스테이,호스텔업,198743.189527622,451823.235571773,126.9865617188333,37.56869422052972,954658.6027209004,1952271.3533991894,POINT (954658.6027209004 1952271.3533991894)
영업중,서울특별시 성동구 성수일로12가길 30-14 (성수동2가),스윗스팟성수,호스텔업,204623.227883498,449772.577185541,127.05310657959144,37.55020767995631,960525.4170098093,1950190.3427906244,POINT (960525.4170098093 1950190.3427906244)
영업중,"서울특별시 강남구 강남대로146길 6 (논현동, 앤샵2 빌딩)",에스티르 신사,호스텔업,201750.635,445817.25,127.02058994948821,37.514580156982284,957633.0218673961,1946251.8240949812,POINT (957633.0218673961 1946251.8240949812)
영업중,"서울특별시 강남구 삼성로75길 32-11, 대산빌딩 2층 (대치동)",온스테이 호스텔,호스텔업,204803.848718541,444605.062200441,127.0551172445791,37.5036477569397,960678.5900648207,1945023.9553554794,POINT (960678.5900648207 1945023.9553554794)
영업중,"서울특별시 마포구 신촌로4길 5-5, 1층 (동교동)",비아르떼 서울,호스텔업,193644.058184763,450596.886231733,126.92885414812127,37.557623536210635,949554.9791750261,1951072.5232062812,POINT (949554.9791750261 1951072.5232062812)
영업중,"서울특별시 서대문구 명물길 6, 8층 (창천동)",스테이 헬로 STAY HELLO,호스텔업,194398.900504068,450561.690366905,126.93739739662006,37.557311373452215,950309.3391533375,1951033.3394285128,POINT (950309.3391533375 1951033.3394285128)
영업중,"서울특별시 종로구 창경궁로21가길 5-3, 종로하루 (원남동)",종로하루,호스텔업,199626.352160596,452520.392539419,126.9965580384388,37.574976362341296,955545.111388067,1952963.5498496713,POINT (955545.111388067 1952963.5498496713)
영업중,"서울특별시 구로구 새말로 20, 코코모호텔 (구로동)",커넥티드 호텔 구로(CONNECTED HOTEL GURO),관광호텔업,189616.936088565,444424.824149503,126.88336472112097,37.5019768923717,945496.7240037849,1944924.1995770803,POINT (945496.7240037849 1944924.1995770803)
영업중,서울특별시 용산구 한강대로23길 25 (한강로3가),나인트리 프리미어 로카우스호텔 서울 용산(Nine Tree Premier ROKAUS Hotel Seoul Yongsan),관광호텔업,196785.404801941,447267.982864433,126.96442141632434,37.527646909337925,952677.4492598668,1947728.280724456,POINT (952677.4492598668 1947728.280724456)
영업중,서울특별시 광진구 동일로30길 10 (화양동),하일호스텔,호스텔업,205913.766725576,449481.459608894,127.06770857206322,37.547577454474194,961813.8915802457,1949892.5028058547,POINT (961813.8915802457 1949892.5028058547)
영업중,"서울특별시 종로구 우정국로 46, 천마빌딩 (견지동)",더프리마호텔 종로,관광호텔업,198469.85451949,452315.746209246,126.98346670150673,37.57313124883865,954387.987904677,1952765.118047975,POINT (954387.987904677 1952765.118047975)
영업중,서울특별시 영등포구 도영로11길 29 (도림동),스프링 플라워,호스텔업,190705.322157854,445302.156117372,126.89566227979537,37.509893289654876,946589.3340222809,1945795.4282010351,POINT (946589.3340222809 1945795.4282010351)
영업중,서울특별시 강서구 양천로 743 (염창동),나이아가라관광호텔,관광호텔업,189200.147733153,449654.951038959,126.87857389941186,37.549095147122294,945107.8042170106,1950154.5113895175,POINT (945107.8042170106 1950154.5113895175)
영업중,서울특별시 강서구 방화대로 94 (외발산동),메이필드호텔,관광호텔업,183863.692502412,449443.610735042,126.81818997557176,37.54711268553788,939772.2763506133,1949971.5376530685,POINT (939772.2763506133 1949971.5376530685)
영업중,서울특별시 강서구 화곡로 354-10 (화곡동),칼튼 관광호텔,관광호텔업,186892.947389352,450261.991363534,126.85245415535896,37.55453443673405,942804.7107453799,1950773.5478415785,POINT (942804.7107453799 1950773.5478415785)
영업중,서울특별시 강서구 남부순환로 196 (외발산동),티제이 관광호텔,관광호텔업,184029.320078984,449535.607231956,126.82006219581974,37.54794445668763,939938.3284597583,1950062.6212085425,POINT (939938.3284597583 1950062.6212085425)
영업중,서울특별시 노원구 노해로77길 22 (상계동),노블레스관광호텔,관광호텔업,205157.94751541,461423.045063883,127.05923874199149,37.655173561137815,961121.745042902,1961833.2696713535,POINT (961121.745042902 1961833.2696713535)
영업중,"서울특별시 강남구 영동대로 736 (청담동, 알로프트 서울 강남 호텔)",알로프트 서울 강남 호텔,관광호텔업,204850.302981167,446835.931404503,127.05565713180447,37.523747565640726,960736.8400814171,1947253.678477625,POINT (960736.8400814171 1947253.678477625)
영업중,서울특별시 강동구 천중로 27 (천호동),바고관광호텔,관광호텔업,210981.596844031,449282.085359224,127.1250533500431,37.5457350441498,966878.6005205453,1949666.3512787998,POINT (966878.6005205453 1949666.3512787998)
영업중,서울특별시 강동구 천중로40길 63 (길동),하모니관광호텔,관광호텔업,212136.45903212,448450.725351294,127.13810781165294,37.53823018176559,968028.5828305366,1948829.2129553133,POINT (968028.5828305366 1948829.2129553133)
영업중,서울특별시 강동구 천호대로159길 22-36 (천호동),호텔 감(HOTEL GAM),관광호텔업,211302.314479117,448470.034451444,127.12867008485703,37.53841469360632,967194.8833419497,1948852.9340427944,POINT (967194.8833419497 1948852.9340427944)
영업중,서울특별시 강남구 논현로 66 (개포동),호텔 데님(Hotel Denim),관광호텔업,204053.596300672,441557.179656218,127.0466158149186,37.47618987898006,959912.5072875806,1941981.2721765933,POINT (959912.5072875806 1941981.2721765933)
영업중,서울특별시 강남구 테헤란로37길 13-10 (역삼동),리치웰 호텔(Richwell Hotel),관광호텔업,203451.550821003,444529.420299492,127.03982319490258,37.50297217395884,959326.436127821,1944955.5038981272,POINT (959326.436127821 1944955.5038981272)
영업중,"서울특별시 강남구 테헤란로37길 13-8 (역삼동, 디엔에스리치빌)",인더시티호스텔,호스텔업,203467.667642123,444535.854061853,127.04000549488451,37.50303008279319,959342.5805362279,1944961.8497413846,POINT (959342.5805362279 1944961.8497413846)
영업중,"서울특별시 강남구 강남대로92길 13 (역삼동, Jerry s planet Building)",더제리스플래닛 호텔,관광호텔업,202451.742958279,444092.87549641,127.02851463455164,37.49904203706121,958324.718275274,1944524.4277335026,POINT (958324.718275274 1944524.4277335026)
영업중,"서울특별시 강남구 봉은사로 155 (논현동, 호텔 카푸치노)",호텔 카푸치노,관광호텔업,202713.81010796,444963.003980538,127.03148141259915,37.50688116452046,958591.2873913182,1945392.8197302383,POINT (958591.2873913182 1945392.8197302383)
영업중,서울특별시 강남구 테헤란로25길 6-13 (역삼동),베니키아 강남 노블레스 호텔,관광호텔업,203095.187072133,444354.430359109,127.0357922437446,37.501396755696554,958969.2890324282,1944782.4710500445,POINT (958969.2890324282 1944782.4710500445)
영업중,"서울특별시 강남구 선릉로90길 62, 서원빌딩 3층~5층층 (대치동)",스텔라 호스텔,호스텔업,204719.15931343,444786.150912491,127.05416060244623,37.50527979276636,960594.893645409,1945205.4194360285,POINT (960594.893645409 1945205.4194360285)
영업중,서울특별시 강남구 강남대로112길 11 (논현동),K-그랜드 호스텔 강남 1,호스텔업,202161.235372399,444814.440071409,127.02523142020063,37.50554402697266,958038.1474708635,1945247.2412904175,POINT (958038.1474708635 1945247.2412904175)
영업중,"서울특별시 강남구 테헤란로87길 9 (삼성동, 호텔페이토)",호텔 페이토 삼성,관광호텔업,205121.655,445138.69,127.0587151157196,37.508454044089156,960999.0936589628,1945555.6850062814,POINT (960999.0936589628 1945555.6850062814)
영업중,서울특별시 금천구 가산로 50 (독산동),이사벨관광호텔,관광호텔업,190862.968726515,441065.665921744,126.89749825790548,37.47172415415818,946724.4937510426,1941559.7481976184,POINT (946724.4937510426 1941559.7481976184)
영업중,서울특별시 금천구 남부순환로 1262 (가산동),마인드 관광호텔,관광호텔업,190291.362021742,441856.76167243,126.89102598727582,37.47884606914374,946157.2949254799,1942353.5617433158,POINT (946157.2949254799 1942353.5617433158)
영업중,"서울특별시 금천구 서부샛길 584 (가산동, 골드리버관광호텔)",골드리버관광호텔,관광호텔업,189045.768055551,441806.212135891,126.87694448547347,37.4783766110412,944911.9153978166,1942309.6234630577,POINT (944911.9153978166 1942309.6234630577)
영업중,서울특별시 강동구 풍성로 210 (성내동),발리(BALI),관광호텔업,211855.041782136,447431.586848941,127.13490733112016,37.52905147355301,967741.8817130572,1947811.9845755051,POINT (967741.8817130572 1947811.9845755051)
영업중,"서울특별시 강남구 봉은사로 113 (논현동, 호텔 더 디자이너스 리즈 강남 프리미어)",호텔 더 디자이너스 리즈 강남 프리미어,관광호텔업,202220.14,444805.625,127.02589758837259,37.50546446775683,958096.981829877,1945238.117851459,POINT (958096.981829877 1945238.117851459)
영업중,"서울특별시 강남구 논현로87길 15-4 (역삼동, 강남스테이관광호텔)",강남 스테이 호텔,관광호텔업,203064.385125254,444133.338603466,127.03544300084766,37.49940482273471,958937.3289145031,1944561.631148086,POINT (958937.3289145031 1944561.631148086)
영업중,서울특별시 강남구 테헤란로10길 5 (역삼동),호텔 소울하다,관광호텔업,202800.634114449,444058.465089517,127.0324600205966,37.4987310321763,958673.2873565032,1944488.1840354209,POINT (958673.2873565032 1944488.1840354209)
영업중,"서울특별시 강남구 강남대로 620, 3층 (신사동, 영일빌딩)",어바웃스테이 신사점,호스텔업,201684.704785227,446105.858997581,127.01984484414349,37.51718063136793,957568.6465683582,1946540.666801697,POINT (957568.6465683582 1946540.666801697)
영업중,서울특별시 강남구 테헤란로29길 11 (역삼동),호텔 디 아티스트 역삼,관광호텔업,203333.617282827,444467.312715941,127.03848917128843,37.50241301071403,959208.2211418712,1944894.0456877938,POINT (959208.2211418712 1944894.0456877938)
영업중,"서울특별시 강남구 언주로89길 21 (역삼동, CAPACEHotel)",카파쓰 호텔,관광호텔업,203566.634592836,444370.566836892,127.04112395764557,37.5015404779123,959440.6325819365,1944796.1049776373,POINT (959440.6325819365 1944796.1049776373)
